Release Year,Title,Plot,PlotSummary,final_genre,final_director,final_cast
1970,Move,"The film covers three days in the life of Hiram Jaffe a would-be playwright who supplements his living as a porn writer and by walking dogs. He and his wife, Dolly, are moving to a new apartment on New York's Upper West Side. Jaffe is beset by problems, including his inability to persuade the moving man to move the couple's furniture, and retreats into fantasy.","The film covers three days in the life of Hiram Jaffe a would-be playwright who supplements his living as a porn writer and by walking dogs. Jaffe is beset by problems, including his inability to persuade the moving man to move the couple's furniture, and retreats into fantasy.","Comedy,Fantasy",Stuart Rosenberg,"Elliott Gould,John Larch,Joe Silver,Graham Jarvis,Ron O'Neal,David Burns,Richard Bull"
1970,"My Lover, My Son","Francesca Anderson leads an unhappy marriage with her husband Robert. Her real attention is dedicated to her son James, who reminds her of her late lover Macer. Francesca is the only one who knows that James is not Robert's, but Macer's son. So Francesca reacts jealously when James falls in love with a girl friend, Julie.
James intervenes in an argument between his parents, and kills Robert. During James' trial, Francesca gives the crucial testimony in favour of her son, who is found not guilty. To Francesca's discomfort, James escapes his mother's clinging and decides to stay with Julie.","Francesca Anderson leads an unhappy marriage with her husband Robert. Her real attention is dedicated to her son James, who reminds her of her late lover Macer. Francesca reacts jealously when James falls in love with a girl friend, Julie. James intervenes in an argument between his parents, and kills Robert.",Drama,John Newland,"Donald Houston,Donald Houston,Dennis Waterman,Dennis Waterman,Peter Sallis,William Dexter,Mark Hawkins,Mark Hawkins"
1970,Nam's Angels,"The plot involves a gang of Hell's Angels-type bikers called ""The Devil's Advocates"" involved in the Vietnam War. They are sent to the Cambodian jungle on Yamaha bikes in order to rescue an American diplomat/CIA Agent, Chet Davis.
The biker gang is led by Link Thomas, a Vietnam veteran and the brother of an Army Major who has recruited them. His gang consists of Duke, also a Vietnam veteran, Limpy, Speed, and another Vietnam veteran, Dirty Denny. They are under the orders of Army Captain Jackson.
The gang modifies their motorcycles in a garage run by Diem-Nuc. They weld armour plating with submachine guns on the handlebars. Limpy drives a three-wheeler modified from a Harley-Davidson frame with a Volkswagen rear end, that is armed with heavy .50 calibre machine guns and a multiple rocket launcher from a helicopter. In order to open fire on enemy soldiers in trees or towers the gang do wheelies whilst firing their weapons.","The plot involves a gang of Hell's Angels-type bikers involved in the Vietnam War. They are sent to the Cambodian jungle on Yamaha bikes in order to rescue an American diplomat/CIA Agent, Chet Davis. The biker gang is led by Link Thomas, a Vietnam veteran and the brother of an Army Major who recruited them.","war, biker",Jack Starrett,Paul Koslo
1970,Norwood,"Norwood Pratt has just finished his enlistment in the United States Marine Corps and is on his way home from Vietnam. A musician, his one great ambition is to appear on the radio program Louisiana Hayride.
Along the way, Norwood meets a variety of characters, including a flim-flam man Grady Fling, Yvonne Phillips, a hooker, a jaded would-be starlet Marie, and his Marine buddy Joe William Reese.
However, the most important person that he meets is Rita Lee Chipman, the ""right kind of girl,"" who is unfortunately an unwed, soon-to-be mother in an age where this was uncommon and somewhat shameful. She supports him and is there when Norwood finally reaches the KWKH studio as his dream comes true.","Norwood Pratt has just finished his enlistment in the United States Marine Corps and is on his way home from Vietnam. His one great ambition is to appear on the radio program Louisiana Hayride. Along the way, Norwood meets a variety of characters, including a flim-flam man Grady Fling, Yvonne Phillips, a hooker, a jaded would-be starlet Marie.","Comedy,Musical",Jack Haley Jr.,"Glen Campbell,Joe Namath,Pat Hingle,Dom DeLuise,Sammy Jackson"
1970,On a Clear Day You Can See Forever,"At the behest of her mainstream conservative fiancé Warren, scatterbrained five-pack-a-day chain smoker and clairvoyant Daisy Gamble attends a class taught by psychiatrist Marc Chabot for help in kicking her habit. She becomes unintentionally hypnotized and manages to convince Chabot to attempt to cure her nicotine addiction with hypnotherapy. While undergoing hypnosis, it is discovered she is the reincarnation of Lady Melinda Winifred Waine Tentrees, a seductive 18th century coquette who was born the illegitimate daughter of a kitchen maid. She acquired the paternity records of the children housed in the orphanage where her mother had to send her and used the information to blackmail their wealthy fathers. She eventually married nobleman Robert Tentrees during the period of the English Regency, then was tried for espionage and treason after he abandoned her.
As their sessions progress, complications arise when Chabot begins to fall in love with Daisy's exotic former self and Daisy begins to fall for him, and his university colleagues demand he either give up his reincarnation research or resign his position with the school. While waiting for Chabot in his office, Daisy accidentally hears a tape recording of one of her sessions and when she discovers Chabot's interest is limited to Melinda, she storms out of the office. When she returns for a final meeting with him, she mentions fourteen additional lives, including her forthcoming birth as Laura and subsequent marriage to the therapist in the year 2038.","Daisy Gamble is the reincarnation of Lady Melinda Winifred Waine Tentrees, a seductive 18th century coquette who was born the illegitimate daughter of a kitchen maid. She acquired the paternity records of the children housed in the orphanage where her mother had to send her and used the information to blackmail their wealthy fathers. She eventually married nobleman Robert Tentrees during the period of the English Regency, then was tried for espionage and treason.","Comedy,Drama,Fantasy",Vincente Minnelli,"Yves Montand,Bob Newhart,Larry Blyden,Simon Oakland,Jack Nicholson,John Richardson,Roy Kinnear"
1970,One More Time,"Chris Pepper and Charlie Salt lose their nightclub and turn to Pepper's aristocratic twin brother for help. He refuses to help them, and is then found murdered. Pepper assumes his identity, and soon discovers that he was a diamond smuggler, and was murdered by his accomplices. Salt and Pepper band together to put the criminals behind bars.","Chris Pepper and Charlie Salt lose their nightclub and turn to Pepper's aristocratic twin brother for help. He refuses to help them, and is then found murdered. Pepper assumes his identity, and soon discovers that he was a diamond smuggler. Salt and Pepper band together to put the criminals behind bars.","Comedy,Thriller",Jerry Lewis,"Sammy Davis Jr.,Peter Lawford,Peter Lawford,John Wood,Dudley Sutton,Percy Herbert,Anthony Nicholls,Allan Cuthbertson,Edward Evans"
1970,The Out-of-Towners,"The plot revolves around Gwen and George Kellerman, whose company has invited him to interview for a possible job promotion in New York City. From the moment they depart their home town of Twin Oaks, Ohio, the couple suffers nearly every indignity out-of-towners possibly could experience: Heavy air traffic and heavy fog forces their flight to circle around Kennedy Intl. Airport and the New York skyline repeatedly before finally being rerouted to Boston's Logan Airport, where they discover their luggage - in which George's ulcer medication and Gwen's extra cash are packed - was left behind.
Just missing the train at South Station, they chase it to the next stop by cab, board it (it is extremely overcrowded), and wait two hours for seats in the dining car, only to discover the only food left is peanut butter sandwiches, green olives, and crackers, with nothing to drink but tonic water and clam juice (“but they ain’t cold”). Upon arrival at Grand Central Terminal in New York by 2:00am, they discover that mass transit, taxicab drivers, and sanitation workers all are on strike. Making their way to the Waldorf-Astoria on foot past tons of garbage in a torrential downpour, they discover their reservation - guaranteed for a 10:00pm arrival - has been given away, and the hotel, like every other one in the city, is booked to capacity due to the strikes.
What follows is a series of calamities that includes: being robbed at gunpoint by a man with an umbrella named Murray, kidnapping by armed liquor store robbers after a high-speed chase while the Kellermans are riding in a police car enroute to an armory, being mugged while sleeping in Central Park, George cracking a tooth on Cracker Jacks left by a dog under Trefoil Arch, broken high heels, accusations of child molestation, an exploding manhole cover, expulsion from a church, and an attack by protestors in front of the Cuban embassy. With each successive catastrophe, George angrily writes down each perpetrator's name and promises to sue them or their company when he returns home.
The only thing that goes right for George is he somehow manages to arrive on time for his 9:00am interview, with rumpled clothing. Despite receiving a very lucrative offer, the two realize an upwardly mobile move to the big city is not what they truly cherish after the urban problems they have gone through, and they make the decision to return to their small town in Ohio, only to be subjected to one more major catastrophe—their flight home is hijacked to Cuba. Gwen says ""Oh my god!"" (which she had said various other times during the movie) ending the film......","The plot revolves around Gwen and George Kellerman, whose company has invited him to interview for a possible job promotion in New York City. From the moment they depart their home town of Twin Oaks, Ohio, the couple suffers nearly every indignity out-of-towners possibly could experience.",comedy,Arthur Hiller,"Jack Lemmon, Sandy Dennis"
1970,Party at Kitty and Stud's,"The film deals with the sex life of a young New York City woman, Kitty, and her boyfriend, Stud. Stud is brutal and oafish but Kitty is enamored with his sexual performances. They sometimes engage into light sadomasochism, with Stud belt-whipping Kitty. Stud later posts a sign on a bulletin board inviting people to a party. Several people show up at Kitty and Stud's apartment and they engage in group sex, with Stud servicing all the women.","The film deals with the sex life of a young New York City woman, Kitty, and her boyfriend, Stud. Stud is brutal and oafish but Kitty is enamored with his sexual performances. Stud later posts a sign on a bulletin board inviting people to a party. Several people show up at Kitty and Stud's apartment and they engage in group sex.",adult,Morton Lewis,Sylvester Stallone
1970,Patton,"General George S. Patton addresses an unseen audience of American troops to raise their morale, focusing in particular on the value placed on winning by American society.
Following the humiliating American defeat at the Battle of the Kasserine Pass in 1943, Patton is placed in charge of the American II Corps in North Africa. Upon his arrival, he immediately starts enforcing discipline among his troops. Patton is then summoned to a meeting with Air Marshal Coningham of the Royal Air Force, where he claims that the American defeat was caused by lack of air cover. Coningham promises Patton that he will see no more German aircraft – but seconds later the compound is strafed by Luftwaffe planes. Patton then defeats a German attack at the Battle of El Guettar; his aide Captain Jenson is killed in the battle, and is replaced by Lieutenant Colonel Codman. Patton is bitterly disappointed to learn that Erwin Rommel, commander of the German-Italian Panzer Army, was on medical leave, but Codman reassures him that: ""If you've defeated Rommel's plan, you've defeated Rommel.""
After success in the North Africa campaign, Patton and Bernard Montgomery come up with competing plans for the Allied invasion of Sicily. Patton's proposal to land his Seventh Army in the northwest of the island with Montgomery in the southeast (therefore potentially trapping the German and Italian forces in a pincer movement) initially impresses their superior General Alexander, but General Eisenhower rejects it in favor of Montgomery's more cautious plan, which places Patton's army in the southeast, covering Montgomery's flank. While the landing is successful, the Allied forces become bogged down, causing Patton to defy orders and advance northwest to Palermo, and then to the port of Messina in the northeast, narrowly beating Montgomery to the prize, although several thousand German and Italian troops are able to flee the island. Patton insists that his feud with Montgomery is due to the latter's determination to be the ""war hero,"" and to deny the Americans any chance of glory. However, his actions do not sit well with his subordinates Bradley and Lucian Truscott.
While on a visit to a field hospital, Patton notices a shell-shocked soldier crying. Calling him a coward, Patton slaps the soldier and even threatens to shoot him, before demanding his immediate return to the front line. Patton is relieved of command, and, by order of Eisenhower, forced to apologize to the soldier, others present, and to his entire command. As a result, he is also sidelined during the D-Day landings in 1944, being placed in command of the decoy phantom First United States Army Group in southeast England. German General Alfred Jodl is convinced that Patton will lead the invasion of Europe.
After begging his former subordinate Bradley for a command before the war ends, Patton is placed under him in command of the Third Army and performs brilliantly by rapidly advancing through France, but his tanks are brought to a standstill when they run out of fuel – the supplies being allocated to Montgomery's bold Operation Market Garden, much to his fury. Later, during the Battle of the Bulge, Patton brilliantly relieves the town of Bastogne and then smashes through the Siegfried Line and into Germany.
At a war drive in Knutsford, England, General Patton remarks that the United States and the United Kingdom would dominate the post-war world, viewed as an insult to the Soviet Union. After Germany capitulates, Patton directly insults a Russian general at a dinner; fortunately, the Russian insults Patton right back, much to Patton's amusement. Patton then makes an offhand remark comparing the Nazi Party to American political parties. Ultimately, Patton's outspokenness loses him his command once again, though he is kept on to see to the rebuilding of Germany, where a runaway oxcart narrowly misses him.
Finally, Patton is seen walking Willie, his bull terrier, across the German countryside. Patton's voice is heard relating that a returning hero of ancient Rome was honored with a ""triumph,"" a victory parade in which ""a slave stood behind the conqueror, holding a golden crown, and whispering in his ear a warning: that all glory ... is fleeting.""","General George S. Patton addresses an unseen audience of American troops to raise their morale, focusing in particular on the value placed on winning by American society. Patton is bitterly disappointed to learn that Erwin Rommel, commander of the German-Italian Panzer Army, was on medical leave. After success in the North Africa campaign, Patton and Bernard Montgomery come up with competing plans for the Allied invasion of Sicily. Patton defied orders and advance northwest to Palermo, and then to the port of Messina in the northeast, narrowly beating Montgomery to the prize.","Biography,Drama,War",Franklin J. Schaffner,"George C. Scott,Karl Malden,Stephen Young,Michael Strong,Carey Loftin,Albert Dumortier,Frank Latimore,Morgan Paull,Karl Michael Vogler,Bill Hickman"
1970,The People Next Door,"A married couple, Arthur and Gerrie Mason struggle with the realities of their imperfect marriage as they fight to save and rehabilitate their teenage daughter, Maxie, from having been led into a life of drug addiction and ultimate committal to a mental ward.","Arthur and Gerrie Mason struggle with the realities of their imperfect marriage as they fight to save and rehabilitate their teenage daughter, Maxie, from having led into a life of drug addiction and ultimate committal to a mental ward. Maxie's parents are trying to save their daughter from having a drug addiction.",Drama,David Greene,"Eli Wallach,Hal Holbrook,Nehemiah Persoff,Mike Kellin,Stephen McHattie,Don Scardino,Anthony D. Call"
1970,The Phantom Tollbooth,"Milo, a bored boy who lives in a San Francisco apartment block, is surprised by the sudden arrival of a large, gift-wrapped package. Inside is a tollbooth, which turns out to be a gateway into a magical parallel universe. As Milo passes through the tollbooth, the character moves from live action to animation, and his toy car transports him to the enchanted Kingdom of Wisdom in the Lands Beyond and the states of Dictionopolis (Kingdom of Words) and Digitopolis (Kingdom of Mathematics).
Accompanied by Tock, a ""watchdog"" who actually has a large pocketwatch in his body, Milo has a series of adventures in places like the Doldrums, Dictionopolis, Digitopolis, the Mountains of Ignorance and the Castle in the Air. Together they must rescue the Princesses of Sweet Rhyme and Pure Reason, who are being held captive in the Castle in the Air, and restore order to the Kingdom of Wisdom. The many eccentric characters they meet include the Whether Man, the Humbug, the Spelling Bee, the noisy Dr. Kakofonous A. Dischord, King Azaz the Unabridged, the Mathemagician and Officer Short Shrift as well as demons like the Senses Taker, the Terrible Trivium, the Demon of Insincerity, and the Gelatinous Giant.","As Milo passes through the tollbooth, the character moves from live action to animation. Milo has adventures in places like the Doldrums, Dictionopolis, Digitopolis, the Mountains of Ignorance and the Castle in the Air. The many eccentric characters they meet include the Whether Man, the Humbug, the Spelling Bee, the noisy Dr. Kakofonous A. Dischord.","Adventure,Animation,Comedy",Chuck Jones,"Butch Patrick,Hans Conried,Hans Conried,Mel Blanc,Mel Blanc,Mel Blanc,Daws Butler,Daws Butler,Daws Butler,Candy Candido,Shepard Menken,Shepard Menken,Cliff Norton,Cliff Norton,Larry Thor"
1970,Puzzle of a Downfall Child,"A beautiful but disturbed young woman lives alone at a beach cottage, reliving her past, a life of delusions and lies.
Lou Andreas Sand is a former fashion model whose life has gone into a downward spiral including drug use and a nervous breakdown. She tells an acquaintance, Aaron Reinhardt, her story for a film he is planning on her, but the details do not ring true.
Lou evidently had a lover who abused her and a penchant for sex with strange men. Along the way, she became engaged to marry Mark, an ad executive, but apparently jilted him on the day of their wedding, leading to her descent into drugs and an attempted suicide.","Lou Andreas Sand is a former fashion model whose life has gone into a downward spiral including drug use and a nervous breakdown. She tells an acquaintance, Aaron Reinhardt, her story for a film he is planning on her, but the details do not ring true. Lou evidently had a lover who abused her and a penchant for sex with strange men.",Drama,Jerry Schatzberg,"Barry Primus,Barry Morse,Roy Scheider,John Heffernan,Sydney Walker,Clark Burckhalter"
1970,Quackser Fortune Has a Cousin in the Bronx,"In Dublin, a working-class family has been unsuccessful in convincing their son to get a real job: the son prefers his job of scooping up horse's dung and selling it for flower gardens. An American exchange student almost runs him over and gets to know him. The dung man has ignored warnings from his family and suddenly the horses have been banned from Dublin. His new love is leaving for America and he must find a way to cope with the new reality.",Working-class Dublin man has ignored warnings from his family to get a real job. American exchange student almost runs him over and gets to know him. His new love is leaving for America and he must find a way to cope with the new reality. Suddenly the horses have been banned from Dublin.,"Comedy,Drama,Romance",Waris Hussein,"Gene Wilder,Seamus Forde,David Kelly,Danny Cummins,Tony Doyle"
1970,R. P. M.,"Set against the political turmoil of the 1960s, radical student activists occupy a university's administration building with a list of 12 demands. Unable to resolve the situation, President Tyler resigns, so the Board of Trustees considers a student-made shortlist of recommended professors to take over the job of university president. The board finalizes the choice of Professor F.W.J. ""Paco"" Perez, despite his radical beliefs, given his close past relationship with students.
After midnight, Perez, along with his sociology graduate student girlfriend Rhoda, is awakened by a phone call by Dean George Cooper, requesting a meeting. Perez is appointed ""acting president"" of the college campus. Later that morning, Perez arrives to the campus on a motorcycle. Attempting to negotiate with the activists, Perez reads their demands, which include 20 inner-city scholarships, a college reinvestment program, no military research on campus, and an African American on the all-white Board of Trustees. Perez disagrees with three of the 12 demands, including the students' right to hire and fire the faculty.
Perez tells the activists he will deliver on the first nine demands. A brief conflict between the leader, Roositer, and Steve Dempsey, leads to the eighth demand changed to the hiring of a black admissions officer. Perez nominates Dempsey for the position, which the young black activist accepts. Perez serves as mediator between the faculty and the unwavering student body over the unresolved three demands, while being berated at home by Rhoda for his hypocrisy.
Perez notifies the faculty of an audio-recorded message that Roositer will destroy the school's computer hardware if the demands are not met. With no options left, Perez sends in a squadron of police officers led by Police Chief Henry J. Thatcher. Thatcher orders the activists to evacuate the facility in three minutes, but they refuse to comply. The officers invade the building, releasing tear gas, and violently arrest several students. At the police station, Perez sees that Rhoda also has been arrested.
Perez meets with the faculty in the administration building, now back under their control. He signs a bail grantee, defending the outcome of the rebellion. Upon leaving the building, Perez walks through the crowd and is loudly booed by the activists.","President Tyler resigns, so the Board of Trustees considers a student-made shortlist of recommended professors to take over the job of university president. Professor F.W. ""Paco"" Perez is appointed ""acting president"" of the college campus. Perez disagrees with three of the 12 demands, including the students' right to hire and fire the faculty. Perez nominates Steve Dempsey for the position, which the young black activist accepts.",drama,Stanley Kramer,"Anthony Quinn, Ann-Margret, Gary Lockwood"
1970,"Rabbit, Run","In Reading, Pennsylvania, former high school basketball star Harry ""Rabbit"" Angstrom is dissatisfied with both his failure to find a career and with his loveless marriage to Janice, an alcoholic who is pregnant with a child neither of them wants. Following an argument with Janice, Rabbit looks up his old basketball coach Marty Tothero, who is now living in squalor. Marty decides that Rabbit needs a woman, and he introduces him to Ruth, a part-time prostitute. When Rabbit moves in with Ruth, Jack Eccles, the family minister, tries to persuade him to return to his wife, but Rabbit refuses.
Eventually, Rabbit also becomes disenchanted with Ruth, and when Janice has her baby, Rabbit goes to the hospital and effects a reconciliation. For a time, they live in relative harmony, but Janice's insistence on a less active sex life leads to bitterness, and Rabbit again takes off. Janice resumes her solitary drinking, this time with tragic results; while in a drunken stupor, she accidentally drowns the baby. Learning of his child's death, Rabbit returns home and finds that everyone holds him responsible.
At the funeral, Rabbit responds to his parents' and in-laws' accusing glances by screaming his innocence. Fleeing from the cemetery, he goes to Ruth's apartment; but Ruth, who is now pregnant with his child, refuses to let him in unless he agrees to divorce Janice and marry her. Although he promises to do so, Rabbit is still unable to make a commitment to anyone and runs away again.","Harry ""Rabbit"" Angstrom is dissatisfied with both his failure to find a career and with his loveless marriage to Janice, an alcoholic who is pregnant with a child neither of them wants. Rabbit looks up his old basketball coach Marty Tothero, who is now living in squalor, and introduces him to Ruth, a part-time prostitute. When Rabbit moves in with Ruth, Jack Eccles, the family minister, tries to persuade him to return to his wife, but Rabbit refuses. Janice resumes her solitary drinking, this time with tragic results; while in a drunken stupor, she accidentally",Drama,Jack Smight,"James Caan,Jack Albertson,Arthur Hill,Henry Jones,Don Keefer"
1970,The Rebel Rousers,"A rebellious biker holds a motorcycle drag race to determine who will ""win"" an architect's pregnant girlfriend.","A rebellious biker holds a motorcycle drag race to determine who will ""win"" an architect's pregnant girlfriend. A pregnant architect has a pregnant girlfriend in the race for the architect's job. The architect's wife is in the process of getting pregnant with a pregnant architect's girlfriend.","Crime,Drama",Martin B. Cohen,"Cameron Mitchell,Bruce Dern,Jack Nicholson,Harry Dean Stanton,Neil Burstyn,Lou Procopio,Earl Finn,Philip Carey,Robert Dix"
1970,Rio Lobo,"During the American Civil War, Col. Cord McNally, has left his close friend, Lt. Ned Forsythe, in charge of the Union troops on a Union army payroll train. However, Confederates led by Capt. Pierre Cordona, and Sgt. Tuscarora Phillips hijack the train. Their scheme uses a very elaborate plan which suggests that the Confederates must have gotten detailed inside informations about the transport.
During the robbery, Ned is fatally injured, and Cord personally takes up the pursuit. His squad is spread thinner and thinner, until Cord is left on his own, and Pierre and his men capture him. Cord tricks them by leading them into a Union camp and raising the alarm. As the Confederates flee, Cord overpowers Pierre and Tuscarora. He questions the pair about the identity of the traitor who sold them the information about the train, but they give him no information and are imprisoned.
Nevertheless, the three men gain a deep mutual respect for each other, and after the war ends. Cord visits Pierre and Tuscarora as they are being released. Cord asks them once more about the traitors. Unfortunately they don't know the traitors' names and can only provide physical descriptions. Cord then tells Pierre and Tuscarora that if they should ever come across these men again, to contact him through a friend of his, Pat Cronin who is the sheriff of Blackthorne in Texas. Tuscarora is on his way to Rio Lobo, Texas where he grew up.
Some time later, Cord is contacted by Pat on instructions from Pierre, who is staying at the local hotel. When he arrives in Blackthorne, he meets a young woman, Shasta Delaney, who is an assistant to a medicine showman, who is wishing to report the murder of her employer that was committed by a deputy of Rio Lobo's sheriff, ""Blue Tom"" Hendricks. Pat explains that he cannot intervene because Rio Lobo is outside his jurisdiction. Shortly afterwards, a posse from Rio Lobo arrives and wants to take Shasta away.
Shasta accuses their leader, ""Whitey"" Carter, as the murderer she is referring to. When one of the posse aims a gun at Pat, Shasta shoots Whitey from under the table, resulting in a shoot-out. Pat, Cord, and Pierre finish off the posse. Pierre, who identifies Whitey as one of the traitors Cord is looking for, tells him that Tuscarora had contacted him and told him that Tuscarora's father, and other ranchers from Rio Lobo are being bullied by a man named Ketcham, who installed Blue Tom as his sheriff after he killed the previous incumbent.
Cord, Pierre, and Shasta go to Rio Lobo, where they find the people living in terror of Blue Tom, and his men. Blue Tom has Tuscarora arrested on trumped-up charges. They go to get help from Tuscarora's father, Old Man Philips. Cord, Pierre, and Philips sneak into Ketcham's ranch in order to take him as a hostage, and McNally discovers that Ketcham is really Union Sergeant Major Ike Gorman, the second traitor he was searching for.
McNally forces Ketcham to sign the title deeds of the ranches back to their rightful owners, then the men retreat to Rio Lobo, where they order Hendricks and his men to vacate the town jail. They take over the building for cover, freeing Tuscarora, while Pierre goes for the Cavalry. Meanwhile, Tuscarora's girlfriend Maria Carmen, and her friend, Amelita, lend assistance. For that, Hendricks slashes Amelita's face, and Amelita swears to Cord that she will kill Hendricks.
Ketcham's men capture Pierre and offer to trade Cardona for Ketcham. In the meantime, word spreads of the trade and several ranchers turn up to help, knowing that, if McNally fails, the town will have gained nothing from the returned deeds. During the prisoner exchange, Cordona dives from the bridge into the river where Tuscarora is hiding. McNally yells out that Ketcham is now bankrupt, having signed the deeds back, so the furious sheriff guns Ketcham down, and in turn McNally shoots Hendricks in the leg. McNally then gets shot in his own leg by one of the deputies, and is dragged back into the cantina by Philips.
After a failed attempt to blow up the cantina Cord's force is in, the remaining bandits are outflanked by the rest of the townspeople, who have rallied to help. Blue Tom's men realize that all is lost, and they flee. Blue Tom shoots at them, but he has been using his rifle as a crutch and, with its muzzle clogged with dust, it explodes in his face as he fires it. As he stumbles to his horse, Amelita guns him down, thus keeping her promise and liberating the town from its final menace.","Col. Cord McNally is left in charge of the Union troops on a Union army payroll train. During the Civil War, Confederates led by Capt. Pierre Cordona, and Sgt. Tuscarora Phillips hijack the train. Cord tricks them by leading them into a Union camp and raising the alarm. Cord questions them about the identity of the traitor who sold them the information about the train, but they give him no information and are imprisoned.","Drama,War,Western",Howard Hawks,"John Wayne,Jorge Rivero,Jack Elam,Christopher Mitchum,Victor French,David Huddleston,Mike Henry"
1970,Skullduggery,"On an expedition in Papua New Guinea, Tropis, a tribe of apelike creatures, are being used as slaves by humans. When one of the Tropis is allegedly murdered, the following murder trial centers round the question: are the Tropis a form of human or animal?","The Tropis, a tribe of apelike creatures, are being used as slaves by humans. When one of the Tropis is allegedly murdered, the murder trial centers round the question: are the Tropi a form of human or animal? The trial centers around the question of whether the Tropes are human or animals.",Adventure,Gordon Douglas,"Burt Reynolds,Roger C. Carmel,Paul Hubschmid,Chips Rafferty,Alexander Knox,Edward Fox,Wilfrid Hyde-White,William Marshall"
1970,Soldier Blue,"In mid-19th century Colorado Territory, a young woman, Cresta Lee, and young U.S. Private Honus Gant are joined together by fate when they are the only two survivors after their group is massacred by the Cheyenne. Gant is devoted to his country and duty; Lee, who has lived with the Cheyenne for two years, is scornful of Gant (she refers to him as ""Soldier Blue"" derisively) and declares that in this conflict she sympathizes with them. The two must now try to make it to Fort Reunion, the army camp, where Cresta's fiancé, an army officer, waits for her. As they travel through the desert with very low supplies, hiding from the Indians, they are spotted by a group of Kiowa horsemen. Under pressure from Cresta, Honus fights and seriously wounds the group's chief. Honus finds himself unable to kill the chief and the chief's own men stab him for his defeat and leave Honus and Cresta alone.
Eventually, after being pursued by a white trader, Isaac Cumber, who sells guns to the Cheyenne, but whose latest shipment of weapons Honus has destroyed, Honus finds himself in a cave where Cresta has left him to get help. She arrives at Fort Reunion, only to discover that her fiancé’s cavalry plans to attack the peaceful Indian village of the Cheyenne the following day. She runs away on a horse and reaches the village in time to warn Spotted Wolf, the Cheyenne chief. The chief does not recognize the danger and, using the U.S. flag, rides out to extend a hand of friendship to the American soldiers. The soldiers, however, obey the orders of their commanding officer to open fire on the village.
After a cavalry charge decimates the Indian men, the soldiers enter the village and begin to rape and kill the female survivors. Honus protests and attempts to disrupt the massacre, to no avail. Cresta attempts to lead the remaining women and children to safety, but her group is discovered and massacred, though Cresta herself is spared. After the battle, Honus is led away in shackles and Cresta departs with the remaining few survivors.","Private Honus Gant and Cresta Lee are the only two survivors after their group is massacred by the Cheyenne. Lee, who has lived with the Indians for two years, is scornful of Gant, and declares that in this conflict she sympathizes with them. The two must now try to make it to Fort Reunion, the army camp, where Cresta's fiancé waits for her.","Drama,War,Western",Ralph Nelson,"Peter Strauss,Donald Pleasence,John Anderson,Jorge Rivero,Dana Elcar,Bob Carraway,Martin West,James Hampton,Mort Mills"
1970,Something for Everyone,"A handsome young stranger, Konrad Ludwig, is fascinated by a castle near the Bavarian village of Ornstein. He dreams of owning and living in the castle, which is the property of widowed Countess Herthe von Ornstein, who lives in the dower house, unable financially to open and live in her castle.
As Konrad schemes to become one of the countess's servants he romances a beautiful and wealthy young lady, Anneliese Pleschke, daughter of a nouveau riche couple. The idea is to use their wealth to reopen Castle Ornstein. After an afternoon of chauffeuring the Pleschkes around the countryside, he gets Rudolph, the countess's footman, drunk at the local Biergarten and then run over by a train. Konrad then takes Rudolph's place in the countess's household.
Helmuth Von Ornstein, a shy and attractive young man, and Lotte Von Ornstein, a plain and annoying girl, are the countess's children. Helmuth is gay and begins to be romanced by Konrad when the stern majordomo, Klaus, tries to put a stop to it by firing Konrad. Klaus, though, has a scandalous secret: his father was a Nazi colonel, whose memory is fondly enshrined in Klaus's bedroom. The mayor of Ornstein is militantly disposed to root out all Nazis remaining in Germany, and Konrad tells him about Klaus, who is summarily and quietly put out of the countess's employ. Konrad is free to be Helmuth's lover while taking Klaus's place as majordomo.
Konrad now plays up to the countess, encouraging her to throw a daring, expensive party at the dower house in order to initiate a pseudo romance between Helmuth and Anneliese Pleschke. Konrad, the lover of both Helmuth and Anneliese, induces them to become engaged to each other while secretly assuring both of them that he would always be there at the castle. When the marriage contract is signed, the Pleschke money flows in to reopen and refurbish the Castle Ornstein.
The marriage takes place, but the honeymoon is a disaster with both the bride and groom wanting an annulment. The demise of the grand design is hastened along by Anneliese, who walks in on Konrad and Helmuth kissing. Anneliese shocked and speechless is ushered to the limousine in which she and her parents are to be driven to the castle by Konrad. When Anneliese hysterically opens up to her parents, Konrad turns the limousine down a steep embankment, managing to jump out before it crashes, killing Anneliese and her parents. Konrad escapes with a broken leg.
Konrad goes through a pleasant convalescence with the countess herself becoming his new romantic interest. After an amorous night in the countess's boudoir, they plan to be married. Helmuth is devastated. He reluctantly allows the marriage to go on rather than have Konrad be forced to leave by a scorned countess.
Helmuth's sister Lotte has other plans. On the eve of the wedding she informs Konrad that she knows all about his murderous and scandalous exploits. Ingeniously she avoids being Konrad's next victim and has him marry her instead of her mother.","Konrad Ludwig is fascinated by a castle near the Bavarian village of Ornstein. He dreams of owning and living in the castle, which is the property of widowed Countess Herthe von Ornstein, who lives in the dower house. As Konrad schemes to become one of the countess's servants he romances a beautiful and wealthy young lady, Anneliese Pleschke.","Comedy,Crime,Drama",Harold Prince,"Michael York,Anthony Higgins,John Gill,Wolfrid Lier,Klaus Havenstein,Walter Janssen"
